filename;reference_author;reference_year;reference_title
UNDERS~1.PDF; drossman da, hasler wl. rome iv-functional gi disorders;2016; disorders of gut-brain interaction
UNDERS~1.PDF;" enck p, aziz q, barbara g, et al. irritable bowel syndrome. nat rev
dis primers 2016;2";2016;"16014.
"
UNDERS~1.PDF; fukudo s. ibs;2013; autonomic dysregulation in ibs
UNDERS~1.PDF;" cawthon cr, de la serre cb. gut bacteria interaction with vagal afferents. brain res 2018;pii";2018;s0006-8993
UNDERS~1.PDF; vanner s, greenwood-van meerveld b, mawe g, et al. fundamentals of neurogastroenterology;2016; basic science
UNDERS~1.PDF;" mayer ea, labus js, tillisch k, cole sw, baldi p. towards a systems
view of ibs. nat rev gastroenterol hepatol 2015;12";2015;"592-605.
"
UNDERS~1.PDF;" fukudo s. role of corticotropin-releasing hormone in irritable bowel
syndrome and intestinal inflammation. j gastroenterol 2007;42(suppl
17)";2007;"48-51.

journal of neurogastroenterology and motility



brain imaging in neurogastroenterology

"
UNDERS~1.PDF;" ulrich-lai ym, herman jp. neural regulation of endocrine and autonomic stress responses. nat rev neurosci 2009;10";2009;"397-409.
"
UNDERS~1.PDF;" chang l. the role of stress on physiologic responses and clinical symptoms in irritable bowel syndrome. gastroenterology 2011;140";2011;"761-765.
"
UNDERS~1.PDF;" stengel a, taché y. crf and urocortin peptides as modulators of
energy balance and feeding behavior during stress. front neurosci
2014;8";2014;"52.
"
UNDERS~1.PDF;" mayer ea, gupta a, kilpatrick la, hong jy. imaging brain mechanisms in chronic visceral pain. pain 2015;156(suppl 1)";2015;"s50-s63.
"
UNDERS~1.PDF;" mayer ea, aziz q, coen s, et al. brain imaging approaches to the
study of functional gi disorders";2009; a rome working team report
UNDERS~1.PDF; al omran y, aziz q. functional brain imaging in gastroenterology;2014;" to
new beginnings"
UNDERS~1.PDF;" legrain v, iannetti gd, plaghki l, mouraux a. the pain matrix
reloaded";2011; a salience detection system for the body
UNDERS~1.PDF;" tillisch k, mayer ea, labus js. quantitative meta-analysis identifies
brain regions activated during rectal distension in irritable bowel syndrome. gastroenterology 2011;140";2011;"91-100.
"
UNDERS~1.PDF;" sheehan j, gaman a, vangel m, kuo b. pooled analysis of brain activity
in irritable bowel syndrome and controls during rectal balloon distension.
neurogastroenterol motil 2011;23";2011;"336-346, e158.
"
UNDERS~1.PDF; van oudenhove l, vandenberghe j, dupont p, et al. regional brain activity in functional dyspepsia;2010;" a h215o-pet study on the role of gastric
sensitivity and abuse history"
UNDERS~1.PDF;" larsson mb, tillisch k, craig ad, et al. brain responses to visceral
stimuli reflect visceral sensitivity thresholds in patients with irritable
bowel syndrome. gastroenterology 2012;142";2012;"463-472, e3.
"
UNDERS~1.PDF;" phillips ml, gregory lj, cullen s, et al. the effect of negative emotional context on neural and behavioural responses to oesophageal stimulation. brain 2003;126";2003;"669-684.
"
UNDERS~1.PDF;" coen sj, yágüez l, aziz q, et al. negative mood affects brain processing of visceral sensation. gastroenterology 2009;137";2009;"253-261, e1-e2.
"
UNDERS~1.PDF;" elsenbruch s, rosenberger c, bingel u, forsting m, schedlowski m,
gizewski er. patients with irritable bowel syndrome have altered emotional modulation of neural responses to visceral stimuli. gastroenterology 2010;139";2010;"1310-1319.
"
UNDERS~1.PDF;" van oudenhove l, mckie s, lassman d, et al. fatty acid-induced gutbrain signaling attenuates neural and behavioral effects of sad emotion in
humans. j clin invest 2011;121";2011;"3094-3099.
"
UNDERS~1.PDF;" coen sj, kano m, farmer ad, et al. neuroticism influences brain
activity during the experience of visceral pain. gastroenterology
2011;141";2011;"909-917, e1.
"
UNDERS~1.PDF;" van oudenhove l, vandenberghe j, dupont p, et al. abnormal regional
brain activity during rest and (anticipated) gastric distension in functional
dyspepsia and the role of anxiety";2010; a h215o-pet study
UNDERS~1.PDF;" ringel y, drossman da, leserman jl, et al. effect of abuse history
on pain reports and brain responses to aversive visceral stimulation";2008;" an
fmri study"
UNDERS~1.PDF;" videlock ej, adeyemo m, licudine a, et al. childhood trauma is as-

sociated with hypothalamic-pituitary-adrenal axis responsiveness in irritable bowel syndrome. gastroenterology 2009;137";2009;"1954-1962.
"
UNDERS~1.PDF;" provencal n, suderman mj, guillemin c, et al. the signature of maternal rearing in the methylome in rhesus macaque prefrontal cortex and
t cells. j neurosci 2012;32";2012;"15626-15642.
"
UNDERS~1.PDF; provencal n, binder eb. the effects of early life stress on the epigenome;2015; from the womb to adulthood and even before
UNDERS~1.PDF;" berman sm, naliboff bd, suyenobu b, et al. reduced brainstem inhibition during anticipated pelvic visceral pain correlates with enhanced
brain response to the visceral stimulus in women with irritable bowel
syndrome. j neurosci 2008;28";2008;"349-359.
"
UNDERS~1.PDF;" kano m, muratsubaki t, morishita j, et al. influence of uncertain anticipation on brain responses to aversive rectal distension in patients with
irritable bowel syndrome. psychosom med 2017;79";2017;"988-999.
"
UNDERS~1.PDF;" yágüez l, coen s, gregory lj, et al. brain response to visceral aversive
conditioning";2005; a functional magnetic resonance imaging study
UNDERS~1.PDF;" icenhour a, langhorst j, benson s, et al. neural circuitry of abdominal
pain-related fear learning and reinstatement in irritable bowel syndrome.
neurogastroenterol motil 2015;27";2015;"114-127.
"
UNDERS~1.PDF;" lu hc, hsieh jc, lu cl, et al. neuronal correlates in the modulation
of placebo analgesia in experimentally-induced esophageal pain";2010; a 3tfmri study
UNDERS~1.PDF;" kotsis v, benson s, bingel u, et al. perceived treatment group affects
behavioral and neural responses to visceral pain in a deceptive placebo
study. neurogastroenterol motil 2012;24";2012;"935-e462.
"
UNDERS~1.PDF;" price dd, craggs j, verne gn, perlstein wm, robinson me. placebo analgesia is accompanied by large reductions in pain-related brain
activity in irritable bowel syndrome patients. pain 2007;127";2007;"63-72.
"
UNDERS~1.PDF;" lee hf, hsieh jc, lu cl, et al. enhanced affect/cognition-related
brain responses during visceral placebo analgesia in irritable bowel syndrome patients. pain 2012;153";2012;"1301-1310.
"
UNDERS~1.PDF;" schmid j, langhorst j, gaß f, et al. placebo analgesia in patients with
functional and organic abdominal pain";2015;" a fmri study in ibs, uc and
healthy volunteers"
UNDERS~1.PDF;" labus js, naliboff bd, berman sm, et al. brain networks underlying
perceptual habituation to repeated aversive visceral stimuli in patients
with irritable bowel syndrome. neuroimage 2009;47";2009;"952-960.
"
UNDERS~1.PDF;" aizawa e, sato y, kochiyama t, et al. altered cognitive function of
prefrontal cortex during error feedback in patients with irritable bowel
syndrome, based on fmri and dynamic causal modeling. gastroenterology 2012;143";2012;"1188-1198.
"
UNDERS~1.PDF; wilder-smith ch. the balancing act;2011;" endogenous modulation of pain
in functional gastrointestinal disorders"
UNDERS~1.PDF;" tanaka y, kanazawa m, kano m, et al. differential activation in
amygdala and plasma noradrenaline during colorectal distention by
administration of corticotropin-releasing hormone between healthy
individuals and patients with irritable bowel syndrome. plos one
2016;11";2016;"e0157347.
"
UNDERS~1.PDF;" farmer ad, coen sj, kano m, et al. psychophysiological responses to
pain identify reproducible human clusters. pain 2013;154";2013;"2266-2276.

vol"
UNDERS~1.PDF;" fukudo s, kanazawa m, mizuno t, et al. impact of serotonin transporter gene polymorphism on brain activation by colorectal distention.
neuroimage 2009;47";2009;"946-951.
"
UNDERS~1.PDF;" kano m, muratsubaki t, van oudenhove l, et al. altered brain and
gut responses to corticotropin-releasing hormone (crh) in patients
with irritable bowel syndrome. sci rep 2017;7";2017;"12425.
"
UNDERS~1.PDF;" kano m, farmer ad, aziz q, et al. sex differences in brain response
to anticipated and experienced visceral pain in healthy subjects. am j
physiol gastrointest liver physiol 2013;304";2013;"g687-g699.
"
UNDERS~1.PDF;" labus js, naliboff bn, fallon j, et al. sex differences in brain activity
during aversive visceral stimulation and its expectation in patients with
chronic abdominal pain";2008; a network analysis
UNDERS~1.PDF; van den heuvel mp, hulshoff pol he. exploring the brain network;2010;" a
review on resting-state fmri functional connectivity"
UNDERS~1.PDF;" raichle me. the restless brain; how intrinsic activity organizes brain
function. philos trans r soc lond b biol sci 2015;370";2015;"20140172.
"
UNDERS~1.PDF; zhan x, yu r. a window into the brain;2015;" advances in psychiatric fmri.
biomed research international "
UNDERS~1.PDF;" bijsterbosch j, harrison s, duff e, alfaro-almagro f, woolrich m,
smith s. investigations into within- and between-subject resting-state
amplitude variations. neuroimage 2017;159";2017;"57-69.
"
UNDERS~1.PDF;" hong jy, kilpatrick la, labus j, et al. patients with chronic visceral
pain show sex-related alterations in intrinsic oscillations of the resting
brain. j neurosci 2013;33";2013;"11994-12002.
"
UNDERS~1.PDF;" qi r, liu c, ke j, et al. abnormal amygdala resting-state functional
connectivity in irritable bowel syndrome. ajnr am j neuroradiol
2016;37";2016;"1139-1145.
"
UNDERS~1.PDF;" icenhour a, witt st, elsenbruch s, et al. brain functional connectivity
is associated with visceral sensitivity in women with irritable bowel syndrome. neuroimage clin 2017;15";2017;"449-457.
"
UNDERS~1.PDF; ma x, li s, tian j, et al. altered brain spontaneous activity and connectivity network in irritable bowel syndrome patients;2015;" a resting-state
fmri study"
UNDERS~1.PDF;" qi r, liu c, ke j, et al. intrinsic brain abnormalities in irritable bowel
syndrome and effect of anxiety and depression. brain imaging behav
2016;10";2016;"1127-1134.
"
UNDERS~1.PDF;" ke j, qi r, liu c, et al. abnormal regional homogeneity in patients
with irritable bowel syndrome";2015;" a resting-state functional mri study.
neurogastroenterol motil "
UNDERS~1.PDF;" weng y, qi r, liu c, et al. disrupted functional connectivity density in
irritable bowel syndrome patients. brain imaging behav 2017;11";2017;"18121822.
"
UNDERS~1.PDF;" qi r, ke j, schoepf uj, et al. topological reorganization of the default mode network in irritable bowel syndrome. mol neurobiol
2016;53";2016;"6585-6593.
"
UNDERS~1.PDF;" liu p, wang g, liu y, et al. disrupted intrinsic connectivity of the
periaqueductal gray in patients with functional dyspepsia";2017;" a resting-state
fmri study"
UNDERS~1.PDF;" zhou g, liu p, zeng f, et al. increased interhemispheric resting-state

526

functional connectivity in functional dyspepsia";2013; a pilot study
UNDERS~1.PDF;" liu p, zeng f, zhou g, et al. alterations of the default mode network in
functional dyspepsia patients";2013; a resting-state fmri study
UNDERS~1.PDF;" nan j, liu j, li g, et al. whole-brain functional connectivity identification of functional dyspepsia. plos one 2013;8";2013;"e65870.
"
UNDERS~1.PDF;" zhou g, liu p, wang j, et al. fractional amplitude of low-frequency
fluctuation changes in functional dyspepsia";2013;" a resting-state fmri study.
magn reson imaging "
UNDERS~1.PDF;" liu p, qin w, wang j, et al. identifying neural patterns of functional
dyspepsia using multivariate pattern analysis";2013;" a resting-state fmri
study"
UNDERS~1.PDF;" nan j, liu j, zhang d, et al. altered intrinsic regional activity and corresponding brain pathways reflect the symptom severity of functional
dyspepsia. neurogastroenterol motil 2014;26";2014;"660-669.
"
UNDERS~1.PDF;" kanai r, rees g. the structural basis of inter-individual differences in
human behaviour and cognition. nat rev neurosci 2011;12";2011;"231-242.
"
UNDERS~1.PDF;" blankstein u, chen j, diamant ne, davis kd. altered brain structure
in irritable bowel syndrome";2010;" potential contributions of pre-existing and
disease-driven factors"
UNDERS~1.PDF;" seminowicz da, labus js, bueller ja, et al. regional gray matter density changes in brains of patients with irritable bowel syndrome. gastroenterology 2010;139";2010;"48-57, e2.
"
UNDERS~1.PDF;" jiang z, dinov id, labus j, et al. sex-related differences of cortical thickness in patients with chronic abdominal pain. plos one
2013;8";2013;"e73932.
"
UNDERS~1.PDF;" labus js, dinov id, jiang z, et al. irritable bowel syndrome in female
patients is associated with alterations in structural brain networks. pain
2014;155";2014;"137-149.
"
UNDERS~1.PDF;" piche m, chen ji, roy m, poitras p, bouin m, rainville p. thicker
posterior insula is associated with disease duration in women with irritable bowel syndrome (ibs) whereas thicker orbitofrontal cortex predicts reduced pain inhibition in both ibs patients and controls. j pain
2013;14";2013;"1217-1226.
"
UNDERS~1.PDF; elsenbruch s, schmid j, kullmann js, et al. visceral sensitivity correlates with decreased regional gray matter volume in healthy volunteers;2014;" a
voxel-based morphometry study"
UNDERS~1.PDF;" orand a, gupta a, shih w, et al. catecholaminergic gene polymorphisms are associated with gi symptoms and morphological brain
changes in irritable bowel syndrome. plos one 2015;10";2015;"e0135910.
"
UNDERS~1.PDF;" labus js, van horn jd, gupta a, et al. multivariate morphological brain signatures predict patients with chronic abdominal pain from
healthy control subjects. pain 2015;156";2015;"1545-1554.
"
UNDERS~1.PDF;" zeng f, qin w, yang y, et al. regional brain structural abnormality in
meal-related functional dyspepsia patients";2013;" a voxel-based morphometry
study"
UNDERS~1.PDF;" liu p, zeng f, yang f, et al. altered structural covariance of the
striatum in functional dyspepsia patients. neurogastroenterol motil
2014;26";2014;"1144-1154.
"
UNDERS~1.PDF;" nan j, liu j, mu j, et al. anatomically related gray and white matter
alterations in the brains of functional dyspepsia patients. neurogastroen-

journal of neurogastroenterology and motility



brain imaging in neurogastroenterology

terol motil 2015;27";2015;"856-864.
"
UNDERS~1.PDF;" assaf y, pasternak o. diffusion tensor imaging (dti)-based white
matter mapping in brain research";2008; a review
UNDERS~1.PDF;" behrens te, johansen-berg h, woolrich mw, et al. non-invasive
mapping of connections between human thalamus and cortex using diffusion imaging. nat neurosci 2003;6";2003;"750-757.
"
UNDERS~1.PDF;" chen jy, blankstein u, diamant ne, davis kd. white matter abnormalities in irritable bowel syndrome and relation to individual factors.
brain res 2011;1392";2011;"121-131.
"
UNDERS~1.PDF;" ellingson bm, mayer e, harris rj, et al. diffusion tensor imaging detects microstructural reorganization in the brain associated with chronic
irritable bowel syndrome. pain 2013;154";2013;"1528-1541.
"
UNDERS~1.PDF;" irimia a, labus js, torgerson cm, van horn jd, mayer ea. altered
viscerotopic cortical innervation in patients with irritable bowel syndrome. neurogastroenterol motil 2015;27";2015;"1075-1081.
"
UNDERS~1.PDF;" fang j, li s, li m, et al. altered white matter microstructure identified
with tract-based spatial statistics in irritable bowel syndrome";2017;" a diffusion
tensor imaging study"
UNDERS~1.PDF;" nan j, zhang l, chen q, et al. white matter microstructural similarity
and diversity of functional constipation and constipation-predominant
irritable bowel syndrome. j neurogastroenterol motil 2018;24";2018;"107-118.
"
UNDERS~1.PDF;" zhou g, qin w, zeng f, et al. white-matter microstructural changes in
functional dyspepsia";2013; a diffusion tensor imaging study
UNDERS~1.PDF; niddam dm, tsai sy, lu cl, ko cw, hsieh jc. reduced hippocampal glutamate-glutamine levels in irritable bowel syndrome;2011; preliminary findings using magnetic resonance spectroscopy
UNDERS~1.PDF;" nakai a, kumakura y, boivin m, et al. sex differences of brain serotonin synthesis in patients with irritable bowel syndrome using alpha[c11]methyl-l-tryptophan, positron emission tomography and statistical parametric mapping. can j gastroenterol 2003;17";2003;"191-196.
"
UNDERS~1.PDF;" nakai a, diksic m, kumakura y, d’souza d, kersey k. the effects of
the 5-ht3 antagonist, alosetron, on brain serotonin synthesis in patients
with irritable bowel syndrome. neurogastroenterol motil 2005;17";2005;"212221.
"
UNDERS~1.PDF;" mak adp, northoff g, yeung dkw, et al. increased glutamate in somatosensory cortex in functional dyspepsia. sci rep 2017;7";2017;"3926.
"
UNDERS~1.PDF;" tominaga k, tsumoto c, ataka s, et al. regional brain disorders of serotonin neurotransmission are associated with functional dyspepsia. life
sci 2015;137";2015;"150-157.
"
UNDERS~1.PDF;" ly hg, ceccarini j, weltens n, et al. increased cerebral cannabinoid-1
receptor availability is a stable feature of functional dyspepsia";2015;" a [18f]
mk-9470 pet study"
UNDERS~1.PDF;" fregni f, potvin k, dasilva d, et al. clinical effects and brain metabolic
correlates in non-invasive cortical neuromodulation for visceral pain. eur
j pain 2011;15";2011;"53-60.
"
UNDERS~1.PDF; eisenstein m. microbiome;2016; bacterial broadband
UNDERS~1.PDF;" hsiao ey, mcbride sw, hsien s, et al. microbiota modulate behav-

ioral and physiological abnormalities associated with neurodevelopmental
disorders. cell 2013;155";2013;"1451-1463.
"
UNDERS~1.PDF;" sampson tr, debelius jw, thron t, et al. gut microbiota regulate
motor deficits and neuroinflammation in a model of parkinson’s disease.
cell 2016;167";2016;"1469-1480, e12.
"
UNDERS~1.PDF;" park aj, collins j, blennerhassett pa, et al. altered colonic function
and microbiota profile in a mouse model of chronic depression. neurogastroenterol motil 2013;25";2013;"733-e575.
"
UNDERS~1.PDF;" goyal ms, venkatesh s, milbrandt j, gordon ji, raichle me. feeding
the brain and nurturing the mind";2015; linking nutrition and the gut microbiota to brain development
UNDERS~1.PDF;" sudo n, chida y, aiba y, et al. postnatal microbial colonization programs the hypothalamic-pituitary-adrenal system for stress response in
mice. j physiol 2004;558(pt 1)";2004;"263-275.
"
UNDERS~1.PDF;" dinan tg, cryan jf, stanton c. gut microbes and brain development
have black box connectivity. biol psychiatry 2018;83";2018;"97-99.
"
UNDERS~1.PDF;" mayer ea, tillisch k, gupta a. gut/brain axis and the microbiota. j
clin invest 2015;125";2015;"926-938.
"
UNDERS~1.PDF;" moloney rd, johnson ac, o’mahony sm, dinan tg, greenwoodvan meerveld b, cryan jf. stress and the microbiota-gut-brain axis
in visceral pain";2016; relevance to irritable bowel syndrome
UNDERS~1.PDF;" tillisch k, labus j, kilpatrick l, et al. consumption of fermented
milk product with probiotic modulates brain activity. gastroenterology
2013;144";2013;"1394-1401, e1-e4.
"
UNDERS~1.PDF;" tillisch k, mayer ea, gupta a, et al. brain structure and response to
emotional stimuli as related to gut microbial profiles in healthy women.
psychosom med 2017;79";2017;"905-913.
"
UNDERS~1.PDF;" pinto-sanchez mi, hall gb, ghajar k, et al. probiotic bifidobacterium
longum ncc3001 reduces depression scores and alters brain activity";2017;" a
pilot study in patients with irritable bowel syndrome"
UNDERS~1.PDF;" labus js, hollister eb, jacobs j, et al. differences in gut microbial
composition correlate with regional brain volumes in irritable bowel syndrome. microbiome 2017;5";2017;"49.
"
UNDERS~1.PDF;" frost g, sleeth ml, sahuri-arisoylu m, et al. the short-chain fatty
acid acetate reduces appetite via a central homeostatic mechanism. nat
commun 2014;5";2014;"3611.
"
UNDERS~1.PDF;" byrne cs, chambers es, alhabeeb h, et al. increased colonic propionate reduces anticipatory reward responses in the human striatum to
high-energy foods. am j clin nutr 2016;104";2016;"5-14.
"
UNDERS~1.PDF;" zanchi d, meyer-gerspach ac, suenderhauf c, et al. differential effects of l-tryptophan and l-leucine administration on brain resting state
functional networks and plasma hormone levels. sci rep 2016;6";2016;"35727.
"
UNDERS~1.PDF;" smith sm, nichols te. statistical challenges in “big data” human neuroimaging. neuron 2018;97";2018;"263-268.
"
UNDERS~1.PDF;" labus js, mayer ea, jarcho j, et al. acute tryptophan depletion alters
the effective connectivity of emotional arousal circuitry during visceral
stimuli in healthy women. gut 2011;60";2011;"1196-1203.

vol"
IMPLEM~1.PDF; baader, f., calvanese, d., mcguinness, d.l., nardi, d., patel-schneider, p.f. (eds.);2003;" the
description logic handbook: theory, implementation, and applications"
IMPLEM~1.PDF; bradshaw, j.m., et al.;2003;" representation and reasoning for daml-based policy and domain
services in kaos and nomads"
IMPLEM~1.PDF; burton, r.m., desanctis, g., obel, b.;2006; organizational design
IMPLEM~1.PDF; cohen, p.r., levesque, h.j.;1991; teamwork
IMPLEM~1.PDF; davidsson, p.;2000; emergent societies of information agents
IMPLEM~1.PDF; van diggelen, j., bradshaw, j.m., grant, t., johnson, m., neerincx, m.;2009;" policy-based
design of human-machine collaboration in manned space missions"
IMPLEM~1.PDF; dignum, f., royakkers, l.;1998; collective obligation and commitment
IMPLEM~1.PDF; dignum, v.;2003; a model for organizational interaction
IMPLEM~1.PDF; esteva, m., rodriguez-aguilar, j., rosell, b., arcos, j.;2004; ameli: an agent-based middleware for electronic institutions
IMPLEM~1.PDF; feltovich, p.j., bradshaw, j.m., clancey, w.j., johnson, m., bunch, l.;2007; progress appraisal as a challenging element of coordination in human and machine joint activity
IMPLEM~1.PDF; gómez, m., plaza, e.;2007; dynamic composition of electronic institutions for teamwork
IMPLEM~1.PDF; grant, t., soler, a.o., bos, a., brauer, u., neerincx, m., wolff, m.;2006;" space autonomy as
migration of functionality: the mars case"
IMPLEM~1.PDF; grossi, d.;2007; designing invisible handcuffs
IMPLEM~1.PDF; grossi, d., dignum, f., royakkers, l., meyer, j.-j.c.;2004;" collective obligations and agents:
who gets the blame? in: lomuscio, a., nute, d"
IMPLEM~1.PDF; hübner, j.f., sichman, j.s., boissier, o.;2002; a model for the structural, functional, and deontic specification of organizations in multiagent systems
IMPLEM~1.PDF; hubner, j.f., sichman, j.s., boissier, o.;2007;" developing organised multiagent systems using
the moise+ model: programming issues at the system and agent levels"
IMPLEM~1.PDF; johnson, m., feltovich, p.j., bradshaw, j.m., bunch, l.;2008;" demonstrating human-robot
coordination through dynamic regulation, policy"
IMPLEM~1.PDF; klein, g., woods, d., bradshaw, j.m., hoffman, r.r., feltovich, p.j.;2004;" ten challenges
for making automation a team player"
IMPLEM~1.PDF; neerincx, m.a., bos, a., olmedo-soler, a., brauer, u., breebaart, l., smets, n., lindenberg, j., grant, t., wolff, m.;2008;" the mission execution crew assistant: improving
human-machine team resilience for long duration missions"
IMPLEM~1.PDF; omicini, a., ricci, a., viroli, m., castelfranchi, c., tummolini, l.;2004; coordination artifacts: environment-based coordination for intelligent agents
IMPLEM~1.PDF; rubino, r., omicini, a., denti, e.;2005; computational institutions for modelling normregulated mas: an approach based on coordination artifacts
IMPLEM~1.PDF; steffik, m.;1995; introduction to knowledge systems
IMPLEM~1.PDF; sycara, k., lewis, m.;2004; integrating intelligent agents into human teams
IMPLEM~1.PDF; tambe, m.;1997; towards flexible teamwork
ABDUCT~1.PDF; van der aalst, w.m.p.;;" distributed process discovery and conformance checking.
in: de lara, j., zisman, a"
ABDUCT~1.PDF;" lncs, vol. 7212, pp. 1–25. springer,
heidelberg (2012). doi";2012;"10.1007/978-3-642-28872-2 1
2"
ABDUCT~1.PDF; van der aalst, w.m.p., ter hofstede, a.h.m.;2005; yawl: yet another workﬂow language
ABDUCT~1.PDF; van der aalst, w.m.p., ter hofstede, a.h.m., kiepuszewski, b., barros, a.p.;2003;"
workﬂow patterns"
ABDUCT~1.PDF;" alberti, m., chesani, f., daolio, d., gavanelli, m., lamma, e., mello, p., torroni,
p.";2007;" speciﬁcation and veriﬁcation of agent interaction protocols in a logic-based
system"
ABDUCT~1.PDF; alberti, m., chesani, f., gavanelli, m., lamma, e., mello, p., torroni, p.;2008;" veriﬁable agent interaction in abductive logic programming: the sciff framework.
acm trans"
ABDUCT~1.PDF; antoniou, g., billington, d., governatori, g., maher, m.j.;2001;" representation results
for defeasible logic"
ABDUCT~1.PDF; artikis, a., sergot, m.j., paliouras, g.;2015;" an event calculus for event recognition.
ieee trans"
ABDUCT~1.PDF;" bauer, b., cossentino, m., craneﬁeld, s., huget, m.p., kearney, k., levy, r.,
nodine, m., odell, j., cervenka, r., turci, p., zhu, h.";;
ABDUCT~1.PDF; boella, g., janssen, m., hulstijn, j., humphreys, l., van der torre, l.w.n.;2013; managing legal interpretation in regulatory compliance
ABDUCT~1.PDF; bottrighi, a., chesani, f., mello, p., montali, m., montani, s., terenziani, p.;2011;"
conformance checking of executed clinical guidelines in presence of basic medical
knowledge"
ABDUCT~1.PDF; bragaglia, s., chesani, f., mello, p., montali, m.;2015;" conformance veriﬁcation of
clinical guidelines in presence of computerized and human-enhanced processes.
in: hommersom, a., lucas, p.j.f"
ABDUCT~1.PDF; briola, d., mascardi, v., ancona, d.;2014;" distributed runtime veriﬁcation of jade
and jason multiagent systems with prolog"
ABDUCT~1.PDF; chesani, f., de masellis, r., di francescomarino, c., ghidini, c., mello, p., montali, m., tessaris, s.;2016; abducing compliance of incomplete event logs
ABDUCT~1.PDF; chesani, f., de masellis, r., francescomarino, c.d., ghidini, c., mello, p., montali, m., tessaris, s.;;" abducing workﬂow traces: a general framework to manage
incompleteness in business processes"
ABDUCT~1.PDF;" frontiers in artiﬁcial intelligence and applications, vol. 285, pp. 1734–1735. ios press (2016)
16. chesani, f., lamma, e., mello, p., montali, m., riguzzi, f., storari, s.";2016;" exploiting
inductive logic programming techniques for declarative process mining"
ABDUCT~1.PDF; chesani, f., mello, p., montali, m., storari, s.;2007; testing careﬂow process execution conformance by translating a graphical language to computational logic
ABDUCT~1.PDF; chesani, f., mello, p., montali, m., torroni, p.;2010;" a logic-based, reactive calculus of
events"
ABDUCT~1.PDF; chesani, f., mello, p., montali, m., torroni, p.;2013;" representing and monitoring social
commitments using the event calculus"
ABDUCT~1.PDF; chopra, a.k.;2011;" requirements-driven adaptation: compliance, context, uncertainty,
and systems"
ABDUCT~1.PDF; combi, c., posenato, r.;2010;" towards temporal controllabilities for workﬂow schemata.
in: time 2010, pp"
ABDUCT~1.PDF; denecker, m., kakas, a.;2002; abduction in logic programming
ABDUCT~1.PDF; dumas, m., garcı́a-bañuelos, l.;2015;" process mining reloaded: event structures as a
uniﬁed representation of process models and event logs"
ABDUCT~1.PDF; fahland, d., van der aalst, w.m.p.;2015;" model repair - aligning process models to
reality"
ABDUCT~1.PDF; francescomarino, c., ghidini, c., tessaris, s., sandoval, i.v.;2015;" completing workﬂow
traces using action languages"
ABDUCT~1.PDF; fung, t.h., kowalski, r.a.;1997; the iff proof procedure for abductive logic programming
ABDUCT~1.PDF; giordano, l., martelli, a., spiotta, m., dupré, d.t.;2013;" business process veriﬁcation
with constraint temporal answer set programming"
ABDUCT~1.PDF; governatori, g., hashmi, m., lam, h.-p., villata, s., palmirani, m.;2016; semantic business process regulatory compliance checking using legalruleml
ABDUCT~1.PDF; governatori, g., rotolo, a.;2010; norm compliance in business process modeling
ABDUCT~1.PDF; greco, s., trubitsyna, i., zumpano, e.;2007;" on the semantics of logic programs with
preferences"
ABDUCT~1.PDF; initiative, b.p.m.;; business process modeling notation
ABDUCT~1.PDF; kakas, a.c., kowalski, r.a., toni, f.;1992; abductive logic programming
ABDUCT~1.PDF; kakas, a.c., mancarella, p.;1994; abduction and abductive logic programming
ABDUCT~1.PDF; kakas, a.c., michael, a., mourlas, c.;2000; aclp: abductive constraint logic programming
ABDUCT~1.PDF; kowalski, r.a.;1979; algorithm = logic + control
ABDUCT~1.PDF; kowalski, r.a., sergot, m.j.;1986; a logic-based calculus of events
ABDUCT~1.PDF; de leoni, m., maggi, f.m., van der aalst, w.m.p.;2015;" an alignment-based framework
to check the conformance of declarative process models and to preprocess event-log
data"
ABDUCT~1.PDF; lloyd, j.w.;1987; foundations of logic programming, 2nd edn
ABDUCT~1.PDF; loreti, d., chesani, f., ciampolini, a., mello, p.;2017; distributed compliance monitoring of business processes over mapreduce architectures
ABDUCT~1.PDF; luckham, d.c.;2001; the power of events: an introduction to complex event processing in distributed enterprise systems
ABDUCT~1.PDF;" ly, l.t., knuplesch, d., rinderle-ma, s., göser, k., pfeifer, h., reichert, m.,
dadam, p.";2010;" seaflows toolset – compliance veriﬁcation made easy for process-aware
information systems"
ABDUCT~1.PDF; ly, l.t., maggi, f.m., montali, m., rinderle-ma, s., van der aalst, w.m.p.;2015;"
compliance monitoring in business processes: functionalities, application, and toolsupport"
ABDUCT~1.PDF; ly, l.t., rinderle-ma, s., göser, k., dadam, p.;2012;" on enabling integrated process
compliance with semantic constraints in process management systems - requirements, challenges, solutions"
ABDUCT~1.PDF; montali, m.;2010;" speciﬁcation and veriﬁcation of declarative open interaction models
- a logic-based approach"
ABDUCT~1.PDF; montali, m., chesani, f., mello, p., maggi, f.m.;2013;" towards data-aware constraints
in declare"
ABDUCT~1.PDF; montali, m., maggi, f.m., chesani, f., mello, p., van der aalst, w.m.p.;2013; monitoring business constraints with the event calculus
ABDUCT~1.PDF; montali, m., pesic, m., van der aalst, w.m.p., chesani, f., mello, p., storari, s.;2010;"
declarative speciﬁcation and veriﬁcation of service choreographies"
ABDUCT~1.PDF; munoz-gama, j.;2016; conformance checking and diagnosis in process mining - comparing observed and modeled processes
